,Course,Votes,Course Link,Author ,Author Link,Hackr Link,Course Cost,Course Type,Student Type
0,Drawing Lesson For Beginners,+1,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/drawing-lesson-for-beginners,Eric,https://hackr.io/eric-bossik,https://hackr.io/tutorial/drawing-lesson-for-beginners,Paid,Video,Beginner
1,Drawing Lessons for Beginners,2,https://www.youtube.com/playlist?list=PLhnHFsOn0cgdjNrlX4qeytqAUIhRqKbAI,Pawan,https://hackr.io/pawan-kumar-2,https://hackr.io/tutorial/drawing-lessons-for-beginners,Free,Video,Beginner
2,Manga Workshop Series,2,https://www.youtube.com/playlist?list=PLQbplbxfLmL2ar2TN8ZcNzx7pq1Z4tt6t,,,,Free,Video,Beginner
3,How to Draw,1,https://www.youtube.com/playlist?list=PL836C92C18EEB374E,Jack,https://hackr.io/jack-avery-1,https://hackr.io/tutorial/how-to-draw,Free,Video,Beginner
4,The Ultimate Drawing Course - Beginner to Advanced,+1,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/the-ultimate-drawing-course-beginner-to-advanced,Jonathan,https://hackr.io/jonathan-cumberbatch,https://hackr.io/tutorial/the-ultimate-drawing-course-beginner-to-advanced,Paid,Video,
5,Character Art School: Complete Character Drawing,+1,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/character-art-school-complete-character-drawing,Rajat,https://hackr.io/rajat-patel-3,https://hackr.io/tutorial/character-art-school-complete-character-drawing,Advanced,Paid,Video
