,Course,Votes,Course Link,Author ,Author Link,Hackr Link,Course Cost,Course Type,Student Type
0,Learn Adobe Illustrator by TastyTuts,38,https://www.youtube.com/playlist?list=PLYfCBK8IplO4X-jM1Rp43wAIdpP2XNGwP,Thorben,https://hackr.io/thorben-dittmar,https://hackr.io/tutorial/learn-adobe-illustrator-by-tastytuts,Free,Video,
1,Adobe Illustrator CC Tutorial,6,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/adobe-illustrator-cc-tutorial/,Rohit,https://hackr.io/rohit-duggal,https://hackr.io/tutorial/adobe-illustrator-cc-tutorial,Paid,Video,Beginner
2,Adobe Illustrator CS6 for Beginners,6,https://www.youtube.com/playlist?list=PL6gx4Cwl9DGBywvNsQ-1vEWwg3ITxbPPK,Gaurav,https://hackr.io/gaurav-gupta,https://hackr.io/tutorial/adobe-illustrator-cs6-for-beginners,Free,Video,
3,Learn Adobe Illustrator Course From Scratch,6,https://www.eduonix.com/courses/Graphic-Design/Learn-Adobe-Illustrator-Course-From-Scratch,Sabeer,https://hackr.io/eduonix,https://hackr.io/tutorial/learn-adobe-illustrator-course-from-scratch,Free,Beginner,Video
4,Designing Custom Illustrations Without Any Drawing Skills,5,https://www.toptal.com/designers/illustration/a-step-by-step-guide-to-designing-custom-illustrations-without-any-drawing-skills,Steph,https://hackr.io/steph-smith,https://hackr.io/tutorial/designing-custom-illustrations-without-any-drawing-skills,Free,,Beginner
5,Illustrator - Basic,1,https://www.goskills.com/Course/Illustrator-Basic,Krystal,https://hackr.io/krystal-tolani,https://hackr.io/tutorial/illustrator-basic,Paid,Video,Beginner
6,Illustrator - Advanced,1,https://www.goskills.com/Course/Illustrator-Advanced,Krystal,https://hackr.io/krystal-tolani,https://hackr.io/tutorial/illustrator-advanced,Paid,Video,Advanced
