,Course,Votes,Course Link,Author ,Author Link,Hackr Link,Course Cost,Course Type,Student Type
0,Sketch 3 Tutorials,12,https://www.youtube.com/playlist?list=PLLnpHn493BHE6UIsdKYlS5zu-ZYvx22CS,Scott,https://hackr.io/scott-tolinski,https://hackr.io/tutorial/sketch-3-tutorials,Free,Video,Sketch
1,Sketch 101,5,https://trydesignlab.com/sketch-101-course,Manuela,https://hackr.io/manuela-odell,https://hackr.io/tutorial/sketch-101,Free,,Beginner
2,Getting Started With Sketch,5,https://www.switchtosketchapp.com,Rajat,https://hackr.io/rajat-patel-3,https://hackr.io/tutorial/getting-started-with-sketch,Free,Beginner,Video
3,SketchCasts,3,https://www.sketchcasts.net/episodes/latest,Gaurav,https://hackr.io/gaurav-gupta,https://hackr.io/tutorial/sketchcasts,Free,Video,
4,Mastering Mobile App Design With Sketch 3,2,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/sketch-design/,Bharathi,https://hackr.io/bharathi-devarasu,https://hackr.io/tutorial/mastering-mobile-app-design-with-sketch-3,Paid,Video,Beginner
5,Mobile App Design In Sketch 3: UX and UI Design From Scratch,1,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/the-complete-design-course/,Pinki,https://hackr.io/pinki-pal,https://hackr.io/tutorial/mobile-app-design-in-sketch-3-ux-and-ui-design-from-scratch,Paid,Video,Beginner
6,Sketch App Course,+1,https://learnux.io/course/sketch,Learn,https://hackr.io/learn-ux,https://hackr.io/tutorial/sketch-app-course,Paid,Video,Beginner
7,Sketch Tutorials,+1,http://sketchmaster.com/,Bennett,https://hackr.io/bennett-huffman,https://hackr.io/tutorial/sketch-tutorials,Paid,Video,Beginner
8,Sketch 3 from A to Z: Become an App Designer,+1,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/learnsketch3/,Howard,https://hackr.io/howard-galt,https://hackr.io/tutorial/sketch-3-from-a-to-z-become-an-app-designer,Paid,Video,Beginner
